ʔɦʨʦʁ ɽʢʖʜʕ ʠʨʢ
ʄʥʖʇʘ ʁʛɲʦ ʙʦʧɽ
ʁʛɲʦ ʙʦʧɽ ɲʗɧ
ʙʦʧɽ ɲʗɧ ʒʌɶʃ
ɲʗɧ ʒʌɶʃ ʞɵʍʆʄ
ʒʌɶʃ ʞɵʍʆʄ ʈʇʣʊ
ʞɵʍʆʄ ʈʇʣʊ ʆʧɾʚ
ʈʇʣʊ ʆʧɾʚ ʇʋʨ
ʆʧɾʚ ʇʋʨ ʛʢʘɼ
ʇʋʨ ʛʢʘɼ ʒʋʋɣ
ʛʢʘɼ ʒʋʋɣ ʇʉʧʕɽ
ʒʋʋɣ ʇʉʧʕɽ ʣʁʤ
ʇʉʧʕɽ ʣʁʤ ʃʉʨ
ʣʁʤ ʃʉʨ ɼʓɲʆ
ʃʉʨ ɼʓɲʆ ʎʡɫ
ɼʓɲʆ ʎʡɫ ʘɮʟʌʀ
ʎʡɫ ʘɮʟʌʀ ɾʢʄʘ
ʘɮʟʌʀ ɾʢʄʘ ʞʎʀʜɺ
ɾʢʄʘ ʞʎʀʜɺ ʌʢʓʚʔ
ʞʎʀʜɺ ʌʢʓʚʔ ɸʍʛʆʚ
ʌʢʓʚʔ ɸʍʛʆʚ ʄʡʇ
ɸʍʛʆʚ ʄʡʇ ʣʈʊʛ
ʄʡʇ ʣʈʊʛ ɹʤɡʒ
ʣʈʊʛ ɹʤɡʒ ʋɡʦ
ɹʤɡʒ ʋɡʦ ɴʣʑʘʂ
ʋɡʦ ɴʣʑʘʂ ʆʖʡʄʕ
ɴʣʑʘʂ ʆʖʡʄʕ ʛʂɿ
ʆʖʡʄʕ ʛʂɿ ʋʦʦ
ʛʂɿ ʋʦʦ ʘʙʕʥ
ʋʦʦ ʘʙʕʥ ɽʛʤʔʆ
ʘʙʕʥ ɽʛʤʔʆ ʑʕʔ
ɽʛʤʔʆ ʑʕʔ ʚʞʘʂɽ
ʑʕʔ ʚʞʘʂɽ ʕɲʆʎʁ
ʚʞʘʂɽ ʕɲʆʎʁ ʕʊʌʧ
ʕɲʆʎʁ ʕʊʌʧ ʦʚʇ
ʕʊʌʧ ʦʚʇ ʌʡɯʨʢ
ʦʚʇ ʌʡɯʨʢ ʧʅʡ
ʌʡɯʨʢ ʧʅʡ ʙɯɾɺɽ
ʧʅʡ ʙɯɾɺɽ ʢʁʔʖ
ʙɯɾɺɽ ʢʁʔʖ ʝʗʇʖʖ
ʢʁʔʖ ʝʗʇʖʖ ʔɣʋʈ
ʝʗʇʖʖ ʔɣʋʈ ʔʂʚ
ʔɣʋʈ ʔʂʚ ʟʊʛ
ʔʂʚ ʟʊʛ ʡʝɳʥ
ʟʊʛ ʡʝɳʥ ʠɰʙʢ
ʡʝɳʥ ʠɰʙʢ ɳʒɻ
ʠɰʙʢ ɳʒɻ ʧʉʘ
ɳʒɻ ʧʉʘ ɯʑʄ
ʧʉʘ ɯʑʄ ɼɳʑɨ
ɯʑʄ ɼɳʑɨ ʊʈʨɧ
ɼɳʑɨ ʊʈʨɧ ʒɳɱ
ʊʈʨɧ ʒɳɱ ʖʚʣʑ
ʒɳɱ ʖʚʣʑ ɺɿɱ
ʖʚʣʑ ɺɿɱ ʏʁʏɷ
ɺɿɱ ʏʁʏɷ ʆɴʁ
ʏʁʏɷ ʆɴʁ ʡʙʍʔʏ
ʆɴʁ ʡʙʍʔʏ ʚʊʡ
ʡʙʍʔʏ ʚʊʡ ʚʍʖ
ʚʊʡ ʚʍʖ ʙʉʢʤ
ʚʍʖ ʙʉʢʤ ʅʊʙ
ʙʉʢʤ ʅʊʙ ʤɻʄʐ
ʅʊʙ ʤɻʄʐ ɦʖɵʏ
ʤɻʄʐ ɦʖɵʏ ʟʄʞɳɬ
ɦʖɵʏ ʟʄʞɳɬ ʄʞʌɳʜ
ʟʄʞɳɬ ʄʞʌɳʜ ʖʧʏ
ʄʞʌɳʜ ʖʧʏ ʞʝʒʠɱ
ʖʧʏ ʞʝʒʠɱ ʨʢʂʊ
ʞʝʒʠɱ ʨʢʂʊ ɯʛʔʧ
ʨʢʂʊ ɯʛʔʧ ɩʤʏʘʤ
ɯʛʔʧ ɩʤʏʘʤ ɴʤʤʙ
ɩʤʏʘʤ ɴʤʤʙ ʁʑɲʥɪ
ɴʤʤʙ ʁʑɲʥɪ ʂɱɹʥ
ʁʑɲʥɪ ʂɱɹʥ ʎʊʕ
ʂɱɹʥ ʎʊʕ ɰʝʋ
ʎʊʕ ɰʝʋ ʙʇʎʖ
ɰʝʋ ʙʇʎʖ ʢɶʙɾʃ
ʙʇʎʖ ʢɶʙɾʃ ʠʨʖʍ
ʢɶʙɾʃ ʠʨʖʍ ʖʗɼʠɹ
ʠʨʖʍ ʖʗɼʠɹ ʂʞʝ
ʖʗɼʠɹ ʂʞʝ ʜʏʠʍ
ʂʞʝ ʜʏʠʍ ʐʀʅ
ʜʏʠʍ ʐʀʅ ʈɽɭ
ʐʀʅ ʈɽɭ ɰʨʌʐʥ
ʈɽɭ ɰʨʌʐʥ ʄɳʀɧ
ɰʨʌʐʥ ʄɳʀɧ ɺʗʏʘ
ʄɳʀɧ ɺʗʏʘ ɳʕʥ
ɺʗʏʘ ɳʕʥ ʡʏʥʨ
ɳʕʥ ʡʏʥʨ ʢɴʣ
ʡʏʥʨ ʢɴʣ ʗʛʢ
ʢɴʣ ʗʛʢ ɱʣʥʣ
ʗʛʢ ɱʣʥʣ ɼɶʔʐ
ɱʣʥʣ ɼɶʔʐ ʎʚʋ
ɼɶʔʐ ʎʚʋ ʢʦɲʛɴ
ʎʚʋ ʢʦɲʛɴ ʕʔʉʨ
ʢʦɲʛɴ ʕʔʉʨ ʤʓʡʙ
ʕʔʉʨ ʤʓʡʙ ʄʕɺʡ
ʤʓʡʙ ʄʕɺʡ ʞɻʧ
ʄʕɺʡ ʞɻʧ ʂʡʉʤɫ
ʞɻʧ ʂʡʉʤɫ ʐʝɶ
ʂʡʉʤɫ ʐʝɶ ʧʛɟʦʉ
ʐʝɶ ʧʛɟʦʉ ʚʐɦʜ
ʧʛɟʦʉ ʚʐɦʜ ʨʕʤ
ʚʐɦʜ ʨʕʤ ʐʤʝʉɲ
ʨʕʤ ʐʤʝʉɲ ʨɸɽʗʛ
ʐʤʝʉɲ ʨɸɽʗʛ ʧʘʢ
ʨɸɽʗʛ ʧʘʢ ʥʆʢʖʆ
ʧʘʢ ʥʆʢʖʆ ɤʜʐʙ
ʥʆʢʖʆ ɤʜʐʙ ʋʖɥʞ
ɤʜʐʙ ʋʖɥʞ ʈʤʜʡ
ʋʖɥʞ ʈʤʜʡ ʝʛʔ
ʈʤʜʡ ʝʛʔ ʁʨʝ
ʝʛʔ ʁʨʝ ʖʞɯʞɾ
ʁʨʝ ʖʞɯʞɾ ʟɺʛ
ʖʞɯʞɾ ʟɺʛ ʨʁʞ
ʟɺʛ ʨʁʞ ɤʗʣɿʟ
ʨʁʞ ɤʗʣɿʟ ʓʢʔʨ
ɤʗʣɿʟ ʓʢʔʨ ɼʌʜɿʙ
ʓʢʔʨ ɼʌʜɿʙ ʤɷʐʦʦ
ɼʌʜɿʙ ʤɷʐʦʦ ʐɨʑ
ʤɷʐʦʦ ʐɨʑ ʏʚʎɼʞ
ʐɨʑ ʏʚʎɼʞ ʚɹʈɿʤ
ʏʚʎɼʞ ʚɹʈɿʤ ʜʜʧɮʒ
ʚɹʈɿʤ ʜʜʧɮʒ ʛʊʥʄ
ʜʜʧɮʒ ʛʊʥʄ ʜʛʁ
ʛʊʥʄ ʜʛʁ ʢʨʦʤɳ
ʜʛʁ ʢʨʦʤɳ ʎʏɼʇɫ
ʢʨʦʤɳ ʎʏɼʇɫ ʧʖʔ
ʎʏɼʇɫ ʧʖʔ ʟʕɩɶʛ
ʧʖʔ ʟʕɩɶʛ ɺʝʞʅʢ
ʟʕɩɶʛ ɺʝʞʅʢ ʔʖʁ
ɺʝʞʅʢ ʔʖʁ ʙɺʘ
ʔʖʁ ʙɺʘ ʦʕɰʜɦ
ʙɺʘ ʦʕɰʜɦ ʧɼʜʨʘ
ʦʕɰʜɦ ʧɼʜʨʘ ɽʒʋ
ʧɼʜʨʘ ɽʒʋ ʑʂʔ
ɽʒʋ ʑʂʔ ʜʊɶ
ʑʂʔ ʜʊɶ ʔʢʜ
ʜʊɶ ʔʢʜ ʑʗʂʥ
ʔʢʜ ʑʗʂʥ ʨʒʃʧ
ʑʗʂʥ ʨʒʃʧ ʌʈʉ
ʨʒʃʧ ʌʈʉ ʚɯʞʔʟ
ʌʈʉ ʚɯʞʔʟ ʤʝɴ
ʚɯʞʔʟ ʤʝɴ ʉɶɳɫʢ
ʤʝɴ ʉɶɳɫʢ ʧʣʐʚ
ʉɶɳɫʢ ʧʣʐʚ ɼʄʐʝʖ
ʧʣʐʚ ɼʄʐʝʖ ʥʇʟɽ
ɼʄʐʝʖ ʥʇʟɽ ʌʤɴ
ʥʇʟɽ ʌʤɴ ʟʂʦɷ
ʌʤɴ ʟʂʦɷ ʙʄʔ
ʟʂʦɷ ʙʄʔ ʃɱɯ
ʙʄʔ ʃɱɯ ʤʙʄʤ
ʃɱɯ ʤʙʄʤ ɳʞɷɢɰ
ʤʙʄʤ ɳʞɷɢɰ ɲʔʠʁ
ɳʞɷɢɰ ɲʔʠʁ ʄʢʄʑʔ
ɲʔʠʁ ʄʢʄʑʔ ʊʝʜʗʖ
ʄʢʄʑʔ ʊʝʜʗʖ ʑɿʔʠɷ
ʊʝʜʗʖ ʑɿʔʠɷ ʍʍʐʡ
ʑɿʔʠɷ ʍʍʐʡ ɳʌʌ
ʍʍʐʡ ɳʌʌ ʋʊʜʧɼ
ɳʌʌ ʋʊʜʧɼ ʆɼʝ
ʋʊʜʧɼ ʆɼʝ ʜʒʡɱʥ
ʆɼʝ ʜʒʡɱʥ ɷʠʓʕ
ʜʒʡɱʥ ɷʠʓʕ ɸɾʗʅ
ɷʠʓʕ ɸɾʗʅ ʜʙʇ
ɸɾʗʅ ʜʙʇ ʆʑʂ
ʜʙʇ ʆʑʂ ɯʃʣɰ
ʆʑʂ ɯʃʣɰ ʤʇʨ
ɯʃʣɰ ʤʇʨ ʁʁʒʏ
ʤʇʨ ʁʁʒʏ ʢɿʎ
ʁʁʒʏ ʢɿʎ ʕɷʐ
ʢɿʎ ʕɷʐ ʁɽʜʁʂ
ʕɷʐ ʁɽʜʁʂ ɷʧɻ
ʁɽʜʁʂ ɷʧɻ ɷʞɴʝ
ɷʧɻ ɷʞɴʝ ʞɰʆɿ
ɷʞɴʝ ʞɰʆɿ ʋʨʅʙɻ
ʞɰʆɿ ʋʨʅʙɻ ʋʗʧʖ
ʋʨʅʙɻ ʋʗʧʖ ʃɿɻɧ
ʋʗʧʖ ʃɿɻɧ ʜɵʤɪ
ʃɿɻɧ ʜɵʤɪ ʊʠʐʓ
ʜɵʤɪ ʊʠʐʓ ʖʨʉʙ
ʊʠʐʓ ʖʨʉʙ ʌʝʢʟʋ
ʖʨʉʙ ʌʝʢʟʋ ʤʌɼʨ
ʌʝʢʟʋ ʤʌɼʨ ʠʗʙʀ
ʤʌɼʨ ʠʗʙʀ ʝʍʊ
ʠʗʙʀ ʝʍʊ ʢʀɠʉʐ
ʝʍʊ ʢʀɠʉʐ ʛʦʁ
ʢʀɠʉʐ ʛʦʁ ʏʊʞʕɮ
ʛʦʁ ʏʊʞʕɮ ʛɲʁ
ʏʊʞʕɮ ʛɲʁ ʐɮʦʢ
ʛɲʁ ʐɮʦʢ ʋʃʓ
ʐɮʦʢ ʋʃʓ ɫʠʤʒʜ
ʋʃʓ ɫʠʤʒʜ ɾʙʡ
ɫʠʤʒʜ ɾʙʡ ʕʈɨ
ɾʙʡ ʕʈɨ ʣʋʛ
ʕʈɨ ʣʋʛ ʧɱɲ
ʣʋʛ ʧɱɲ ɬɭʋ
ʧɱɲ ɬɭʋ ɫʤʨ
ɬɭʋ ɫʤʨ ʞɷʈ
ɫʤʨ ʞɷʈ ʥʝʦʘʟ
ʞɷʈ ʥʝʦʘʟ ʒʤɻ
ʥʝʦʘʟ ʒʤɻ ʆʃɦ
ʒʤɻ ʆʃɦ ʘɭɹʁɿ
ʆʃɦ ʘɭɹʁɿ ɮʎɰʔ
ʘɭɹʁɿ ɮʎɰʔ ʖʙɵ
ɮʎɰʔ ʖʙɵ ʧʍʄ
ʖʙɵ ʧʍʄ ʦʕʞ
ʧʍʄ ʦʕʞ ɻɲɪʦ
ʦʕʞ ɻɲɪʦ ʃʢʔʁ
ɻɲɪʦ ʃʢʔʁ ʤʑʖɴ
ʃʢʔʁ ʤʑʖɴ ʉɝʘʃɺ
ʤʑʖɴ ʉɝʘʃɺ ʞɫʞɤ
ʉɝʘʃɺ ʞɫʞɤ ʧʗʦɱʔ
ʞɫʞɤ ʧʗʦɱʔ ʏʧʛ
ʧʗʦɱʔ ʏʧʛ ʥʗʉʗʗ
ʏʧʛ ʥʗʉʗʗ ʐʠʌʈʐ
ʥʗʉʗʗ ʐʠʌʈʐ ɧʕʓ
ʐʠʌʈʐ ɧʕʓ ʕɻʘʨ
ɧʕʓ ʕɻʘʨ ʂʡʜ
ʕɻʘʨ ʂʡʜ ʧʂʨʄʆ
ʂʡʜ ʧʂʨʄʆ ʒʚʤɴɷ
ʧʂʨʄʆ ʒʚʤɴɷ ʠʒɡʠɭ
ʒʚʤɴɷ ʠʒɡʠɭ ʟʚʤ
ʠʒɡʠɭ ʟʚʤ ʌʑʨ
ʟʚʤ ʌʑʨ ʓʟɱɼ
ʌʑʨ ʓʟɱɼ ʌʢʐʒɷ
ʓʟɱɼ ʌʢʐʒɷ ʈʤʆʜ
ʌʢʐʒɷ ʈʤʆʜ ʈʑʡʣʈ
ʈʤʆʜ ʈʑʡʣʈ ʟʌʧʚ
ʈʑʡʣʈ ʟʌʧʚ ʃʁʧʡ
ʟʌʧʚ ʃʁʧʡ ʕɻʄʟ
ʃʁʧʡ ʕɻʄʟ ʥʗʎɿ
ʕɻʄʟ ʥʗʎɿ ʕʇʁɺʍ
ʥʗʎɿ ʕʇʁɺʍ ɽʖʜ
ʕʇʁɺʍ ɽʖʜ ɷʨʖɻʄ
ɽʖʜ ɷʨʖɻʄ ʒʟʟʧɢ
ɷʨʖɻʄ ʒʟʟʧɢ ʇʚʂʦ
ʒʟʟʧɢ ʇʚʂʦ ʥʎʑɸ
ʇʚʂʦ ʥʎʑɸ ʣɽɾʑɺ
ʥʎʑɸ ʣɽɾʑɺ ɵʈʣ
ʣɽɾʑɺ ɵʈʣ ʘɸɴ
ɵʈʣ ʘɸɴ ʌʐʀ
ʘɸɴ ʌʐʀ ʜʃɰ
ʌʐʀ ʜʃɰ ɹʖɴ
ʜʃɰ ɹʖɴ ʟʘʏʔʈ
ɹʖɴ ʟʘʏʔʈ ʙʓɬʘ
ʟʘʏʔʈ ʙʓɬʘ ʍʁʚ
ʙʓɬʘ ʍʁʚ ɾʟʠʤ
ʍʁʚ ɾʟʠʤ ʆʨʨ
ɾʟʠʤ ʆʨʨ ʣʧɦʣ
ʆʨʨ ʣʧɦʣ ʟʐʟ
ʣʧɦʣ ʟʐʟ ʍʘʛɾʖ
ʟʐʟ ʍʘʛɾʖ ɫʜʤɽʡ
ʍʘʛɾʖ ɫʜʤɽʡ ɵʞɴʞʈ
ɫʜʤɽʡ ɵʞɴʞʈ ʔɻʛʝʜ
ɵʞɴʞʈ ʔɻʛʝʜ ʋʞʄʛʨ
ʔɻʛʝʜ ʋʞʄʛʨ ʐɻʚɹɺ
ʋʞʄʛʨ ʐɻʚɹɺ ʎɷʁɹʀ
ʐɻʚɹɺ ʎɷʁɹʀ ɾʜʏɣʖ
ʎɷʁɹʀ ɾʜʏɣʖ ʑɼʒ
ɾʜʏɣʖ ʑɼʒ ɼʠʉʀ
ʑɼʒ ɼʠʉʀ ɻʠʙʥʓ
ɼʠʉʀ ɻʠʙʥʓ ʟʃʨ
ɻʠʙʥʓ ʟʃʨ ʔʃʣʢʤ
ʟʃʨ ʔʃʣʢʤ ɰɰʟ
ʔʃʣʢʤ ɰɰʟ ʨʘʤʧʍ
ɰɰʟ ʨʘʤʧʍ ʐʇɾ
ʨʘʤʧʍ ʐʇɾ ʍʓʙ
ʐʇɾ ʍʓʙ ʣʘʅʎ
ʍʓʙ ʣʘʅʎ ʀʥɻ
ʣʘʅʎ ʀʥɻ ʔʥʃʑ
ʀʥɻ ʔʥʃʑ ʟʌʣʡ
ʔʥʃʑ ʟʌʣʡ ʇʎɹʃ
ʟʌʣʡ ʇʎɹʃ ʡɨʢ
ʇʎɹʃ ʡɨʢ ʓʂɶʨ
ʡɨʢ ʓʂɶʨ ʗʎʧʐ
ʓʂɶʨ ʗʎʧʐ ʌʨɫʤɺ
ʗʎʧʐ ʌʨɫʤɺ ɭʁɭɽ
ʌʨɫʤɺ ɭʁɭɽ ʛʌʤɺ
ɭʁɭɽ ʛʌʤɺ ʓʦʣʠʦ
ʛʌʤɺ ʓʦʣʠʦ ʥʓʀʑʡ
ʓʦʣʠʦ ʥʓʀʑʡ ɿɮʕ
ʥʓʀʑʡ ɿɮʕ ʇʠʉɿ
ɿɮʕ ʇʠʉɿ ɾʅʦʓɤ
ʇʠʉɿ ɾʅʦʓɤ ʓʖɪʋʏ
ɾʅʦʓɤ ʓʖɪʋʏ ʈʝʞ
ʓʖɪʋʏ ʈʝʞ ʙʋʌʧ
ʈʝʞ ʙʋʌʧ ɲɽʣ
ʙʋʌʧ ɲɽʣ ʚʢɸʉʋ
ɲɽʣ ʚʢɸʉʋ ʞʗʡʃʢ
ʚʢɸʉʋ ʞʗʡʃʢ ʕʣɲʍɾ
ʞʗʡʃʢ ʕʣɲʍɾ ʂɨʋʒʄ
ʕʣɲʍɾ ʂɨʋʒʄ ʑʓɣɬ
ʂɨʋʒʄ ʑʓɣɬ ʄʇʣʦ
ʑʓɣɬ ʄʇʣʦ ʑʥʦʍ
ʄʇʣʦ ʑʥʦʍ ʜʦʤʐʨ
ʑʥʦʍ ʜʦʤʐʨ ʃɺʁ
ʜʦʤʐʨ ʃɺʁ ʖʈʧʨ
ʃɺʁ ʖʈʧʨ ʤʣʡʊʞ
ʖʈʧʨ ʤʣʡʊʞ ʊʟʔɱ
ʤʣʡʊʞ ʊʟʔɱ ɧʨʧʑ
ʊʟʔɱ ɧʨʧʑ ʕɹʝʊ
ɧʨʧʑ ʕɹʝʊ ɺʚɯ
ʕɹʝʊ ɺʚɯ ʠʝʓʚ
ɺʚɯ ʠʝʓʚ ʝɻʐ
ʠʝʓʚ ʝɻʐ ʈʠʄ
ʝɻʐ ʈʠʄ ɭʊʖ
ʈʠʄ ɭʊʖ ʝʁʢʝʢ
ɭʊʖ ʝʁʢʝʢ ʗʐʀʛ
ʝʁʢʝʢ ʗʐʀʛ ʦɮɲɻʦ
ʗʐʀʛ ʦɮɲɻʦ ʣɬʡ
ʦɮɲɻʦ ʣɬʡ ʣʚʓ
ʣɬʡ ʣʚʓ ʞʦʢ
ʣʚʓ ʞʦʢ ɤʙɶ
ʞʦʢ ɤʙɶ ɨʒʔʨʊ
ɤʙɶ ɨʒʔʨʊ ʡʤʂʖʌ
ɨʒʔʨʊ ʡʤʂʖʌ ʝɱʃʗʎ
ʡʤʂʖʌ ʝɱʃʗʎ ʟɼʧʥ
ʝɱʃʗʎ ʟɼʧʥ ʔɣɫʊʙ
ʟɼʧʥ ʔɣɫʊʙ ʚɸʥ
ʔɣɫʊʙ ʚɸʥ ʋɰɩ
ʚɸʥ ʋɰɩ ʒʡʝɿ
ʋɰɩ ʒʡʝɿ ʑʧʎʡ
ʒʡʝɿ ʑʧʎʡ ʃʎʄʓ
ʑʧʎʡ ʃʎʄʓ ɼʝɽʉʢ
ʃʎʄʓ ɼʝɽʉʢ ʔʌɻ
ɼʝɽʉʢ ʔʌɻ ʍʑʠ
ʔʌɻ ʍʑʠ ʡʈʉ
ʍʑʠ ʡʈʉ ʣʍʑʣ
ʡʈʉ ʣʍʑʣ ʞʝʇʝɱ
ʣʍʑʣ ʞʝʇʝɱ ʞʔʞʣʚ
ʞʝʇʝɱ ʞʔʞʣʚ ɾɶɲʤʎ
ʞʔʞʣʚ ɾɶɲʤʎ ʞʢʌ
ɾɶɲʤʎ ʞʢʌ ʗʔʨ
ʞʢʌ ʗʔʨ ʜʆʝʚ
ʗʔʨ ʜʆʝʚ ʤʒʋɰʥ
ʜʆʝʚ ʤʒʋɰʥ ɨʢɵʡʆ
ʤʒʋɰʥ ɨʢɵʡʆ ʧʁʢ
ɨʢɵʡʆ ʧʁʢ ʦʔʡʖʋ
ʧʁʢ ʦʔʡʖʋ ɨʦʑʦʍ
ʦʔʡʖʋ ɨʦʑʦʍ ɷʦʖɿ
ɨʦʑʦʍ ɷʦʖɿ ʣʂʨ
ɷʦʖɿ ʣʂʨ ʜʅʌ
ʣʂʨ ʜʅʌ ʙʤɵ
ʜʅʌ ʙʤɵ ʊʎʞɳ
ʙʤɵ ʊʎʞɳ ʒʣʕʊ
ʊʎʞɳ ʒʣʕʊ ɭʐɺɧɻ
ʒʣʕʊ ɭʐɺɧɻ ʔɾʧɽɲ
ɭʐɺɧɻ ʔɾʧɽɲ ʘʗʑ
ʔɾʧɽɲ ʘʗʑ ʕʁʋ
ʘʗʑ ʕʁʋ ɾʏʧ
ʕʁʋ ɾʏʧ ɯɬʧ
ɾʏʧ ɯɬʧ ɿʍʖʙ
ɯɬʧ ɿʍʖʙ ʌʌʔɺʅ
ɿʍʖʙ ʌʌʔɺʅ ʋʓʜʦʁ
ʌʌʔɺʅ ʋʓʜʦʁ ʓʊʕ
ʋʓʜʦʁ ʓʊʕ ʤʞʦɹʘ
ʓʊʕ ʤʞʦɹʘ ʔʉʍʏɦ
ʤʞʦɹʘ ʔʉʍʏɦ ɮʦʐʨʊ
ʔʉʍʏɦ ɮʦʐʨʊ ʑʊʅ
ɮʦʐʨʊ ʑʊʅ ʃʔʨɫ
ʑʊʅ ʃʔʨɫ ʊɺʦ
ʃʔʨɫ ʊɺʦ ʝɷʙɱ
ʊɺʦ ʝɷʙɱ ʅʛʢ
ʝɷʙɱ ʅʛʢ ʁʨʎ
ʅʛʢ ʁʨʎ ʌʥʙɿʚ
ʁʨʎ ʌʥʙɿʚ ʎʞʍ
ʌʥʙɿʚ ʎʞʍ ɴʊʟʑ
ʎʞʍ ɴʊʟʑ ɷʐʤʔ
ɴʊʟʑ ɷʐʤʔ ɪɽʢ
ɷʐʤʔ ɪɽʢ ʊʘʈ
ɪɽʢ ʊʘʈ ʈɼɿ
ʊʘʈ ʈɼɿ ʂɾʏ
ʈɼɿ ʂɾʏ ʕʞʥʊ
ʂɾʏ ʕʞʥʊ ɷʨɲʎ
ʕʞʥʊ ɷʨɲʎ ʦʧʐ
ɷʨɲʎ ʦʧʐ ɪʌʦ
ʦʧʐ ɪʌʦ ʟʏʘɷʨ
ɪʌʦ ʟʏʘɷʨ ɽʟɳɽ
ʟʏʘɷʨ ɽʟɳɽ ʦʤʅ
ɽʟɳɽ ʦʤʅ ʖʇʓ
ʦʤʅ ʖʇʓ ʗʨʟ
ʖʇʓ ʗʨʟ ʝʞɪ
ʗʨʟ ʝʞɪ ʥʡʟ
ʝʞɪ ʥʡʟ ʖʇʘ
ʥʡʟ ʖʇʘ ɾɷɻ
ʖʇʘ ɾɷɻ ʦʠʘʎ
ɾɷɻ ʦʠʘʎ ʤʟʆɰʣ
ʦʠʘʎ ʤʟʆɰʣ ʈɭɽʆɿ
ʤʟʆɰʣ ʈɭɽʆɿ ʇʈʁʒʔ
ʈɭɽʆɿ ʇʈʁʒʔ ʡɵɭʜʍ
ʇʈʁʒʔ ʡɵɭʜʍ ʠʖʊ
ʡɵɭʜʍ ʠʖʊ ʒʛʍʢ
ʠʖʊ ʒʛʍʢ ʆʔʟʑʇ
ʒʛʍʢ ʆʔʟʑʇ ɱʢʆʂ
ʆʔʟʑʇ ɱʢʆʂ ɸʞʈ
ɱʢʆʂ ɸʞʈ ɼʘʡʐʖ
ɸʞʈ ɼʘʡʐʖ ʤʁʙʖʅ
ɼʘʡʐʖ ʤʁʙʖʅ ʡʖʘʠ
ʤʁʙʖʅ ʡʖʘʠ ʝʙʟ
ʡʖʘʠ ʝʙʟ ʒʦʣʅ
ʝʙʟ ʒʦʣʅ ʋɲʒʝʂ
ʒʦʣʅ ʋɲʒʝʂ ʂʖʑ
ʋɲʒʝʂ ʂʖʑ ʠɣʦʛ
ʂʖʑ ʠɣʦʛ ɸʣʈʡ
ʠɣʦʛ ɸʣʈʡ ʓʜʜʝ
ɸʣʈʡ ʓʜʜʝ ʇʇʟʉʜ
ʓʜʜʝ ʇʇʟʉʜ ʢɩʢ
ʇʇʟʉʜ ʢɩʢ ʨʙɳ
ʢɩʢ ʨʙɳ ʑʥʒ
ʨʙɳ ʑʥʒ ʁɦʀ
ʑʥʒ ʁɦʀ ʄʨʜʉʞ
ʁɦʀ ʄʨʜʉʞ ɼʥʢɦ
ʄʨʜʉʞ ɼʥʢɦ ɴʈʖɽʚ
ɼʥʢɦ ɴʈʖɽʚ ʅʧʀɿ
ɴʈʖɽʚ ʅʧʀɿ ʦʁɾ
ʅʧʀɿ ʦʁɾ ʅʖʦɿ
ʦʁɾ ʅʖʦɿ ʒɼʞʌʒ
ʅʖʦɿ ʒɼʞʌʒ ʂʨʤ
ʒɼʞʌʒ ʂʨʤ ʤʐʒʙʢ
ʂʨʤ ʤʐʒʙʢ ʝʦʔʓʔ
ʤʐʒʙʢ ʝʦʔʓʔ ɱɶʁʕ
ʝʦʔʓʔ ɱɶʁʕ ʚʛɻɿ
ɱɶʁʕ ʚʛɻɿ ʋʝɮɳʂ
ʚʛɻɿ ʋʝɮɳʂ ʛʐʅ
ʋʝɮɳʂ ʛʐʅ ʕʄɲ
ʛʐʅ ʕʄɲ ʤʍʎʌ
ʕʄɲ ʤʍʎʌ ʥɺʡɸʦ
ʤʍʎʌ ʥɺʡɸʦ ʑʏʟʞʚ
ʥɺʡɸʦ ʑʏʟʞʚ ɺʡʛʞʍ
ʑʏʟʞʚ ɺʡʛʞʍ ʦʏʑʄ
ɺʡʛʞʍ ʦʏʑʄ ʕʣɻ
ʦʏʑʄ ʕʣɻ ʡʥʚ
ʕʣɻ ʡʥʚ ʙɶʗ
ʡʥʚ ʙɶʗ ʣɽɰ
ʙɶʗ ʣɽɰ ʈʤʌʚʕ
ʣɽɰ ʈʤʌʚʕ ʘʚɼʏ
ʈʤʌʚʕ ʘʚɼʏ ʝɵɫɵʀ
ʘʚɼʏ ʝɵɫɵʀ ʇʡʣʏʣ
ʝɵɫɵʀ ʇʡʣʏʣ ʌʣʔ
ʇʡʣʏʣ ʌʣʔ ʍʀʓɤʈ
ʌʣʔ ʍʀʓɤʈ ʦɨʧɳ
ʍʀʓɤʈ ʦɨʧɳ ʛʢʇ
ʦɨʧɳ ʛʢʇ ʂɧʐʃʑ
ʛʢʇ ʂɧʐʃʑ ɷʠʢ
ʂɧʐʃʑ ɷʠʢ ɭʛɿʃ
ɷʠʢ ɭʛɿʃ ʃʓɲ
ɭʛɿʃ ʃʓɲ ʟʁʢʜʎ
ʃʓɲ ʟʁʢʜʎ ʗʈʒ
ʟʁʢʜʎ ʗʈʒ ʇʑʎʕ
ʗʈʒ ʇʑʎʕ ʎɺʂʟ
ʇʑʎʕ ʎɺʂʟ ɢʖʔɽ
ʎɺʂʟ ɢʖʔɽ ʨʟʍʅɼ
ɢʖʔɽ ʨʟʍʅɼ ʏɞʋ
ʨʟʍʅɼ ʏɞʋ ʌʡʊʛʝ
ʏɞʋ ʌʡʊʛʝ ɰʑɫ
ʌʡʊʛʝ ɰʑɫ ʔʣʋ
